"","ANO4","TRIMESTRE","REGION","AGLOMERADO","PONDERA","CH04","P21","PP04B_COD","CH06","ESTADO","CAT_OCUP","CAT_INAC","INTENSI","PP03J","PP04D_COD"
"1628",2024,1,44,17,318,2,0,"",14,3,0,3,NA,NA,""
"1629",2024,1,44,17,318,2,0,"",6,4,0,3,NA,NA,""
"1630",2024,1,44,17,370,1,360000,"4000",22,1,3,0,2,2,"72314"
"1631",2024,1,40,23,198,2,860000,"8401",37,1,3,0,2,2,"50311"
"1632",2024,1,40,23,198,2,230000,"8501",37,1,3,0,1,1,"41332"
"1633",2024,1,40,23,270,2,7e+05,"1400",48,1,2,0,4,2,"80123"
"1634",2024,1,40,23,270,2,0,"",16,3,0,3,NA,NA,""
"1635",2024,1,40,23,394,2,2e+05,"9999",44,1,2,0,2,2,"30133"
"1636",2024,1,40,23,394,1,2e+05,"9999",36,1,2,0,2,2,"30133"
"1637",2024,1,1,33,4377,1,25000,"9000",53,1,2,0,2,2,"50111"
"1638",2024,1,1,33,3307,1,1e+06,"3800",29,1,3,0,4,2,"46313"
"1639",2024,1,1,33,3307,2,0,"",34,2,3,0,NA,NA,""
"1640",2024,1,1,33,3307,2,0,"",18,3,0,3,NA,NA,""
"1641",2024,1,1,33,3307,1,1e+05,"4502",16,1,3,0,2,2,"56314"
"1642",2024,1,1,33,3307,1,0,"",14,3,0,3,NA,NA,""
"1643",2024,1,1,33,3307,1,0,"",11,3,0,3,NA,NA,""
"1644",2024,1,1,33,2350,1,-9,"8600",54,1,3,0,2,2,"10333"
"1645",2024,1,1,33,2350,2,0,"",53,3,0,4,NA,NA,""
"1646",2024,1,1,33,2350,2,6e+05,"2604",27,1,3,0,2,2,"20332"
"1647",2024,1,1,33,2350,1,-9,"8600",25,1,3,0,2,2,"80332"
"1648",2024,1,1,33,2350,1,0,"",18,3,0,3,NA,NA,""
"1649",2024,1,1,33,2350,1,0,"",16,3,0,3,NA,NA,""
"1650",2024,1,1,33,2350,2,0,"",14,3,0,3,NA,NA,""
"1651",2024,1,1,33,2316,1,-9,"5300",43,1,2,0,2,2,"10133"
"1652",2024,1,1,33,2316,2,0,"",39,3,0,4,NA,NA,""
"1653",2024,1,1,33,2316,2,-9,"6200",19,1,3,0,2,2,"81332"
"1654",2024,1,1,33,2316,2,0,"",16,3,0,3,NA,NA,""
"1655",2024,1,1,33,2316,2,0,"",9,4,0,3,NA,NA,""
"1656",2024,1,1,33,2316,2,0,"",3,4,0,5,NA,NA,""
"1657",2024,1,1,33,2010,1,5e+05,"8401",43,1,3,0,2,1,"11331"
"1658",2024,1,1,33,1513,1,0,"",80,3,0,1,NA,NA,""
"1659",2024,1,1,33,1513,2,0,"",78,3,0,1,NA,NA,""
"1660",2024,1,1,33,1513,2,30000,"9700",37,1,3,0,1,1,"57314"
"1661",2024,1,1,33,1513,2,40000,"9700",37,1,3,0,1,1,"55314"
"1662",2024,1,1,33,1955,2,140000,"9700",57,1,3,0,2,2,"57313"
"1663",2024,1,1,33,1955,1,-9,"3800",40,1,2,0,2,2,"80113"
"1664",2024,1,1,33,1865,1,4e+05,"2002",52,1,3,0,2,2,"80202"
"1665",2024,1,1,33,1865,2,370000,"8501",49,1,3,0,2,2,"56314"
"1666",2024,1,1,33,1865,2,0,"",25,3,0,7,NA,NA,""
"1667",2024,1,1,33,1865,1,0,"",13,3,0,3,NA,NA,""
"1668",2024,1,1,33,1345,2,0,"",78,3,0,1,NA,NA,""
"1669",2024,1,1,33,1678,1,-9,"4904",59,1,2,0,2,2,"34123"
"1670",2024,1,1,33,1678,2,-9,"4807",55,1,2,0,2,2,"30133"
"1671",2024,1,1,33,1678,2,-9,"4904",29,1,3,0,2,2,"10333"
"1672",2024,1,1,33,1678,1,0,"",23,2,0,0,NA,NA,""
"1673",2024,1,1,33,4100,2,-9,"9700",44,1,3,0,2,2,"57314"
"1674",2024,1,1,33,4100,2,0,"",19,2,3,0,NA,NA,""
"1675",2024,1,1,33,4100,2,0,"",14,3,0,3,NA,NA,""
"1676",2024,1,1,33,4100,2,0,"",7,4,0,3,NA,NA,""
"1677",2024,1,1,33,4100,2,0,"",4,4,0,5,NA,NA,""
"1678",2024,1,1,33,2709,1,0,"",73,3,0,1,NA,NA,""
"1679",2024,1,1,33,2709,2,0,"",73,3,0,4,NA,NA,""
"1680",2024,1,1,33,2297,1,450000,"8501",44,1,3,0,4,2,"41332"
"1681",2024,1,1,33,2297,2,2e+05,"8501",35,1,3,0,4,2,"41312"
"1682",2024,1,43,14,166,1,-9,"9602",18,1,2,0,1,1,"57113"
"1683",2024,1,43,6,120,1,0,"",74,3,0,1,NA,NA,""
"1684",2024,1,43,6,120,2,0,"",74,3,0,1,NA,NA,""
"1685",2024,1,43,6,135,1,2e+05,"2309",42,1,2,0,2,1,"41112"
"1686",2024,1,43,6,135,2,0,"",4,4,0,5,NA,NA,""
"1687",2024,1,43,6,172,1,0,"9409",63,1,3,0,3,2,"46332"
"1688",2024,1,43,6,172,2,5e+05,"8501",61,1,3,0,3,2,"41332"
"1689",2024,1,41,15,93,1,290000,"9602",35,1,1,0,2,2,"5002"
"1690",2024,1,41,15,93,2,1e+05,"9602",48,1,1,0,2,2,"5002"
"1691",2024,1,40,19,178,1,2e+05,"8401",49,1,3,0,3,2,"10313"
"1692",2024,1,40,19,246,2,5e+05,"6900",68,1,1,0,3,2,"5001"
"1693",2024,1,40,19,246,1,180000,"8501",35,1,3,0,3,2,"41312"
"1694",2024,1,40,19,246,1,180000,"9503",36,1,2,0,3,2,"72113"
"1695",2024,1,40,19,246,2,60000,"9700",23,1,3,0,2,2,"55314"
"1696",2024,1,40,19,246,1,0,"",14,3,0,3,NA,NA,""
"1697",2024,1,40,19,246,2,0,"",6,4,0,3,NA,NA,""
"1698",2024,1,40,19,246,1,0,"",2,4,0,5,NA,NA,""
"1699",2024,1,40,19,207,2,3e+05,"8600",62,1,3,0,2,2,"40312"
"1700",2024,1,40,19,207,1,9e+05,"8401",39,1,3,0,3,2,"48323"
"1701",2024,1,40,19,207,2,0,"",17,3,0,3,NA,NA,""
"1702",2024,1,40,19,207,1,0,"",-1,4,0,5,NA,NA,""
"1703",2024,1,1,32,992,2,350000,"6900",63,1,2,0,2,2,"11131"
"1704",2024,1,1,32,858,2,0,"",84,3,0,1,NA,NA,""
"1705",2024,1,1,32,858,2,0,"",61,3,0,6,NA,NA,""
"1706",2024,1,1,32,858,2,-9,"8600",60,1,2,0,2,2,"40112"
"1707",2024,1,1,32,2698,1,8e+05,"8401",37,1,3,0,2,2,"49332"
"1708",2024,1,1,32,2698,2,9e+05,"8401",33,1,3,0,4,2,"48323"
"1709",2024,1,1,32,2698,1,0,"",7,4,0,3,NA,NA,""
"1710",2024,1,1,32,3438,2,-9,"1400",61,1,3,0,2,2,"80323"
"1711",2024,1,1,32,3438,2,0,"",30,3,0,4,NA,NA,""
"1712",2024,1,1,32,3438,2,-9,"1400",15,1,3,0,2,1,"80323"
"1713",2024,1,1,32,3438,1,0,"",1,4,0,5,NA,NA,""
"1714",2024,1,1,32,3438,1,-9,"1400",57,1,3,0,2,1,"80323"
"1715",2024,1,1,32,1510,2,0,"",29,3,0,3,NA,NA,""
"1716",2024,1,1,32,1510,1,-9,"8600",41,1,2,0,3,2,"40111"
"1717",2024,1,1,32,1086,1,0,"",78,3,0,1,NA,NA,""
"1718",2024,1,1,32,2038,1,8e+05,"4801",27,1,3,0,2,1,"80332"
"1719",2024,1,1,32,2038,2,750000,"2100",22,1,3,0,2,2,"30331"
"1720",2024,1,1,32,2624,2,1e+05,"4807",68,1,2,0,2,2,"30133"
"1721",2024,1,1,32,1323,1,0,"",78,3,0,1,NA,NA,""
"1722",2024,1,1,32,1406,2,0,"",69,3,0,1,NA,NA,""
"1723",2024,1,41,15,210,2,-9,"1400",45,1,2,0,2,2,"80123"
"1724",2024,1,41,15,210,1,0,"",11,3,0,3,NA,NA,""
"1725",2024,1,41,15,149,2,0,"",74,3,0,4,NA,NA,""
"1726",2024,1,41,15,236,2,160000,"9700",22,1,3,0,1,1,"57314"
"1727",2024,1,41,15,236,1,1e+05,"4000",24,1,3,0,2,1,"72314"
"1728",2024,1,41,15,118,1,250000,"4808",52,1,3,0,3,2,"32314"
"1729",2024,1,41,15,118,2,0,"",39,3,0,3,NA,NA,""
"1730",2024,1,41,15,118,2,0,"",16,3,0,3,NA,NA,""
"1731",2024,1,41,15,178,1,150000,"4808",57,1,3,0,3,2,"32314"
"1732",2024,1,41,15,178,2,0,"",14,3,0,3,NA,NA,""
"1733",2024,1,41,15,178,2,0,"",12,3,0,3,NA,NA,""
"1734",2024,1,41,15,178,1,0,"",7,4,0,3,NA,NA,""
"1735",2024,1,41,15,178,2,0,"",43,3,0,4,NA,NA,""
"1736",2024,1,41,15,178,2,0,"",64,3,0,4,NA,NA,""
"1737",2024,1,41,15,143,2,0,"",69,3,0,4,NA,NA,""
"1738",2024,1,41,15,143,1,0,"",70,3,0,1,NA,NA,""
"1739",2024,1,41,15,143,1,380000,"8401",45,1,3,0,3,2,"10333"
"1740",2024,1,41,15,120,1,180000,"4502",63,1,1,0,2,2,"5002"
"1741",2024,1,41,15,171,2,0,"",67,3,0,1,NA,NA,""
"1742",2024,1,41,15,171,1,0,"",69,3,0,1,NA,NA,""
"1743",2024,1,41,15,288,2,0,"",40,3,0,4,NA,NA,""
"1744",2024,1,41,15,288,1,0,"",18,3,0,3,NA,NA,""
"1745",2024,1,41,15,288,1,0,"",13,3,0,3,NA,NA,""
"1746",2024,1,41,15,288,1,0,"",6,4,0,3,NA,NA,""
"1747",2024,1,41,15,288,1,250000,"4903",44,1,3,0,3,2,"34323"
"1748",2024,1,41,15,142,2,0,"",74,3,0,4,NA,NA,""
"1749",2024,1,41,15,142,1,120000,"3600",40,1,3,0,3,2,"30314"
"1750",2024,1,42,26,210,2,0,"",69,3,0,4,NA,NA,""
"1751",2024,1,42,26,210,1,0,"",77,3,0,7,NA,NA,""
"1752",2024,1,42,26,210,1,180000,"4000",27,1,3,0,2,2,"72313"
"1753",2024,1,42,26,210,1,0,"",25,3,0,7,NA,NA,""
"1754",2024,1,40,23,413,2,315000,"8501",53,1,3,0,4,2,"56314"
"1755",2024,1,40,23,413,1,0,"",22,3,0,7,NA,NA,""
"1756",2024,1,40,23,413,2,0,"",24,3,0,7,NA,NA,""
"1757",2024,1,40,23,413,2,0,"",8,4,0,3,NA,NA,""
"1758",2024,1,40,23,413,1,70000,"9503",28,1,2,0,1,2,"82113"
"1759",2024,1,40,23,413,2,0,"",25,3,0,4,NA,NA,""
"1760",2024,1,43,30,85,2,0,"4803",71,1,4,0,3,2,"30314"
"1761",2024,1,43,30,85,1,2e+05,"4803",36,1,2,0,3,2,"30113"
"1762",2024,1,43,5,297,1,3e+05,"8600",41,1,3,0,2,2,"56314"
"1763",2024,1,43,5,297,1,350000,"2009",24,1,3,0,2,2,"80323"
"1764",2024,1,43,5,297,2,0,"",72,3,0,1,NA,NA,""
"1765",2024,1,43,5,401,2,0,"",78,3,0,1,NA,NA,""
"1766",2024,1,40,18,433,1,2e+05,"4000",57,1,3,0,2,2,"72313"
"1767",2024,1,40,18,433,2,0,"",55,3,0,4,NA,NA,""
"1768",2024,1,40,18,433,1,150000,"4000",32,1,3,0,2,2,"72314"
"1769",2024,1,40,18,433,1,0,"",25,3,0,3,NA,NA,""
"1770",2024,1,40,29,379,2,0,"",25,3,0,4,NA,NA,""
"1771",2024,1,40,29,379,2,0,"",2,4,0,5,NA,NA,""
"1772",2024,1,42,10,326,1,0,"",80,3,0,1,NA,NA,""
"1773",2024,1,42,10,326,2,0,"",78,3,0,1,NA,NA,""
"1774",2024,1,43,5,443,1,1e+05,"4810",53,1,2,0,2,2,"33114"
"1775",2024,1,43,5,443,1,0,"",17,3,0,3,NA,NA,""
"1776",2024,1,43,5,443,2,0,"",13,3,0,3,NA,NA,""
"1777",2024,1,43,5,443,2,0,"",47,3,0,4,NA,NA,""
"1778",2024,1,43,5,358,1,-9,"9609",66,1,2,0,1,1,"58113"
"1779",2024,1,43,5,358,2,-9,"9609",64,1,2,0,2,2,"58113"
"1780",2024,1,43,5,358,1,90000,"4000",37,1,2,0,2,2,"72113"
"1781",2024,1,43,5,358,2,0,"",29,3,0,4,NA,NA,""
"1782",2024,1,43,5,358,2,0,"",6,4,0,3,NA,NA,""
"1783",2024,1,42,27,412,2,0,"",74,3,0,4,NA,NA,""
"1784",2024,1,42,27,391,1,3e+05,"8600",58,1,3,0,2,2,"10333"
"1785",2024,1,42,27,391,2,250000,"8600",54,1,3,0,2,2,"40313"
"1786",2024,1,40,18,363,1,0,"",74,3,0,7,NA,NA,""
"1787",2024,1,40,18,363,2,0,"",73,3,0,1,NA,NA,""
"1788",2024,1,40,18,363,1,2e+05,"8401",41,1,3,0,2,2,"34323"
"1789",2024,1,40,18,363,1,240000,"4808",35,1,2,0,3,2,"30113"
"1790",2024,1,40,18,363,2,0,"",31,3,0,4,NA,NA,""
"1791",2024,1,40,18,363,2,0,"",9,4,0,3,NA,NA,""
"1792",2024,1,40,18,363,2,0,"",7,4,0,3,NA,NA,""
"1793",2024,1,44,93,94,2,120000,"9700",58,1,3,0,2,2,"40312"
"1794",2024,1,44,93,50,2,0,"",37,3,0,4,NA,NA,""
"1795",2024,1,44,93,50,1,340000,"4502",46,1,3,0,3,2,"82313"
"1796",2024,1,44,93,50,1,0,"",1,4,0,5,NA,NA,""
"1797",2024,1,44,93,135,1,0,"",68,3,0,1,NA,NA,""
"1798",2024,1,44,93,127,2,90000,"9700",77,1,3,0,2,2,"55314"
"1799",2024,1,44,93,127,1,0,"",84,3,0,1,NA,NA,""
"1800",2024,1,44,93,46,1,370000,"8401",52,1,3,0,2,2,"10333"
"1801",2024,1,42,27,280,1,3e+05,"4805",27,1,2,0,3,2,"30113"
"1802",2024,1,42,27,280,2,0,"",16,3,0,4,NA,NA,""
"1803",2024,1,42,27,420,2,280000,"8401",45,1,3,0,2,2,"10333"
"1804",2024,1,42,27,420,1,0,"",21,3,0,3,NA,NA,""
"1805",2024,1,42,27,420,1,0,"",18,3,0,3,NA,NA,""
"1806",2024,1,42,27,420,1,0,"",10,3,0,3,NA,NA,""
"1807",2024,1,44,31,125,2,80000,"5601",51,1,2,0,3,2,"53113"
"1808",2024,1,44,31,125,1,80000,"5601",52,1,2,0,3,2,"53113"
"1809",2024,1,44,31,125,2,0,"",15,3,0,3,NA,NA,""
"1810",2024,1,44,31,125,1,2e+05,"9602",26,1,2,0,3,2,"57113"
"1811",2024,1,44,31,57,2,0,"",78,3,0,1,NA,NA,""
"1812",2024,1,1,32,1887,2,-9,"8600",68,1,2,0,4,2,"40111"
"1813",2024,1,1,32,1887,1,0,"",71,3,0,1,NA,NA,""
"1814",2024,1,1,33,1429,1,-9,"4000",47,1,3,0,2,2,"72313"
"1815",2024,1,1,33,1429,2,0,"",50,3,0,4,NA,NA,""
"1816",2024,1,1,33,1429,1,2e+05,"4000",31,1,3,0,2,2,"72313"
"1817",2024,1,1,33,1429,2,240000,"1009",21,1,3,0,1,1,"53313"
"1818",2024,1,1,33,1429,2,1e+05,"9700",23,1,3,0,1,1,"55314"
"1819",2024,1,44,20,176,1,1e+05,"4000",64,1,1,0,2,2,"5002"
"1820",2024,1,44,20,256,1,350000,"5800",32,1,3,0,2,2,"34323"
"1821",2024,1,44,20,256,2,420000,"9602",32,1,3,0,3,2,"57313"
"1822",2024,1,44,20,256,1,0,"",7,4,0,3,NA,NA,""
"1823",2024,1,44,20,256,2,0,"",12,3,0,3,NA,NA,""
"1824",2024,1,44,20,50,2,0,"",59,3,0,1,NA,NA,""
"1825",2024,1,44,20,50,1,5e+05,"8509",58,1,3,0,2,2,"41332"
"1826",2024,1,44,20,105,2,5e+05,"8501",39,1,3,0,1,2,"41312"
"1827",2024,1,44,20,105,1,0,"",7,4,0,3,NA,NA,""
"1828",2024,1,40,29,591,1,0,"",72,3,0,1,NA,NA,""
"1829",2024,1,40,29,591,2,0,"",16,3,0,3,NA,NA,""
"1830",2024,1,40,29,308,2,0,"",75,3,0,4,NA,NA,""
"1831",2024,1,40,29,412,1,750000,"3501",48,1,3,0,2,2,"72312"
"1832",2024,1,40,29,412,1,0,"",20,3,0,7,NA,NA,""
"1833",2024,1,40,29,412,1,0,"",16,3,0,3,NA,NA,""
"1834",2024,1,40,29,412,2,0,"",15,3,0,3,NA,NA,""
"1835",2024,1,40,29,412,2,0,"",12,3,0,3,NA,NA,""
"1836",2024,1,40,29,412,2,4e+05,"4804",47,1,3,0,3,2,"20333"
"1837",2024,1,43,14,87,2,0,"",62,3,0,4,NA,NA,""
"1838",2024,1,43,14,87,2,0,"",39,3,0,4,NA,NA,""
"1839",2024,1,43,14,87,1,0,"",24,3,0,7,NA,NA,""
"1840",2024,1,43,14,87,1,0,"",6,4,0,3,NA,NA,""
"1841",2024,1,43,14,87,2,0,"",2,4,0,5,NA,NA,""
"1842",2024,1,43,14,87,1,180000,"101",33,1,3,0,2,2,"60314"
"1843",2024,1,43,14,87,2,0,"",25,3,0,4,NA,NA,""
"1844",2024,1,43,14,87,1,0,"",14,3,0,3,NA,NA,""
"1845",2024,1,43,14,87,1,0,"",13,3,0,3,NA,NA,""
"1846",2024,1,43,14,87,1,0,"",12,3,0,3,NA,NA,""
"1847",2024,1,43,14,87,1,0,"",-1,4,0,5,NA,NA,""
"1848",2024,1,43,14,87,1,0,"",15,3,0,3,NA,NA,""
"1849",2024,1,43,14,87,2,0,"",16,3,0,3,NA,NA,""
"1850",2024,1,43,13,619,1,0,"",51,3,0,4,NA,NA,""
"1851",2024,1,43,13,741,2,84000,"4803",29,1,3,0,2,1,"30314"
"1852",2024,1,43,13,741,1,0,"",9,4,0,3,NA,NA,""
"1853",2024,1,43,13,741,1,0,"",4,4,0,5,NA,NA,""
"1854",2024,1,43,13,618,1,0,"",51,3,0,6,NA,NA,""
"1855",2024,1,43,13,618,1,0,"",37,2,3,0,NA,NA,""
"1856",2024,1,43,36,439,1,3e+05,"8401",39,1,3,0,3,2,"10333"
"1857",2024,1,43,36,439,2,0,"",43,3,0,4,NA,NA,""
"1858",2024,1,40,29,572,2,0,"",1,4,0,5,NA,NA,""
"1859",2024,1,40,29,393,1,180000,"4000",47,1,2,0,3,1,"72113"
"1860",2024,1,40,29,393,2,0,"",36,3,0,4,NA,NA,""
"1861",2024,1,40,29,393,2,0,"",16,3,0,3,NA,NA,""
"1862",2024,1,40,29,393,1,0,"",12,3,0,3,NA,NA,""
"1863",2024,1,40,29,393,1,0,"",3,4,0,5,NA,NA,""
"1864",2024,1,40,29,393,2,0,"",75,3,0,1,NA,NA,""
"1865",2024,1,40,29,340,1,0,"",64,3,0,6,NA,NA,""
"1866",2024,1,40,29,340,2,0,"",60,3,0,4,NA,NA,""
"1867",2024,1,40,29,340,2,280000,"5601",36,1,3,0,3,2,"53314"
"1868",2024,1,40,29,340,1,0,"",29,3,0,7,NA,NA,""
"1869",2024,1,40,29,407,1,0,"",17,3,0,3,NA,NA,""
"1870",2024,1,40,29,692,2,2e+05,"6900",33,1,2,0,1,1,"11131"
"1871",2024,1,1,32,1530,2,5e+05,"8509",59,1,2,0,2,2,"41132"
"1872",2024,1,43,14,98,2,0,"",73,3,0,4,NA,NA,""
"1873",2024,1,43,14,98,2,0,"",38,3,0,4,NA,NA,""
"1874",2024,1,43,14,98,1,0,"",2,4,0,5,NA,NA,""
"1875",2024,1,43,6,264,2,321000,"8501",36,1,3,0,2,2,"41313"
"1876",2024,1,43,6,264,1,0,"",8,4,0,3,NA,NA,""
"1877",2024,1,43,6,264,2,0,"",13,3,0,3,NA,NA,""
"1878",2024,1,43,6,264,1,0,"",-1,4,0,5,NA,NA,""
"1879",2024,1,41,15,124,2,0,"",49,3,0,4,NA,NA,""
"1880",2024,1,41,15,124,2,0,"",19,3,0,3,NA,NA,""
"1881",2024,1,43,30,127,2,0,"",74,3,0,4,NA,NA,""
"1882",2024,1,43,30,127,1,0,"4501",44,1,2,0,1,1,"30112"
"1883",2024,1,41,15,148,2,0,"",75,3,0,4,NA,NA,""
"1884",2024,1,41,15,148,1,0,"",69,3,0,1,NA,NA,""
"1885",2024,1,41,15,257,1,0,"",5,4,0,5,NA,NA,""
"1886",2024,1,41,15,257,2,70000,"6900",30,1,3,0,1,2,"10333"
"1887",2024,1,42,26,131,1,0,"",44,2,2,0,NA,NA,""
"1888",2024,1,42,26,279,2,350000,"8401",37,1,3,0,2,2,"58313"
"1889",2024,1,42,26,279,2,260000,"9602",22,1,2,0,2,2,"57113"
"1890",2024,1,42,26,279,1,3e+05,"1009",20,1,3,0,3,2,"53314"
"1891",2024,1,42,26,279,2,0,"",11,3,0,3,NA,NA,""
"1892",2024,1,42,26,279,1,0,"",9,4,0,3,NA,NA,""
"1893",2024,1,42,26,279,2,0,"",7,4,0,3,NA,NA,""
"1894",2024,1,43,36,439,2,0,"",5,4,0,5,NA,NA,""
"1895",2024,1,43,36,439,2,0,"",2,4,0,5,NA,NA,""
"1896",2024,1,43,36,130,1,0,"",84,3,0,1,NA,NA,""
"1897",2024,1,43,36,130,2,0,"",74,3,0,1,NA,NA,""
"1898",2024,1,40,22,132,1,350000,"8401",49,1,3,0,3,2,"48331"
"1899",2024,1,40,22,143,2,0,"",77,3,0,1,NA,NA,""
"1900",2024,1,40,22,107,1,1e+05,"4808",32,1,3,0,3,2,"30314"
"1901",2024,1,40,22,107,2,0,"",30,3,0,4,NA,NA,""
"1902",2024,1,40,22,107,1,1e+05,"9409",29,1,3,0,2,2,"56314"
"1903",2024,1,40,22,107,1,0,"",11,3,0,3,NA,NA,""
"1904",2024,1,40,22,120,1,2e+05,"4000",45,1,3,0,3,2,"72314"
"1905",2024,1,40,22,120,2,0,"",45,3,0,4,NA,NA,""
"1906",2024,1,40,22,120,2,0,"",17,3,0,3,NA,NA,""
"1907",2024,1,40,22,120,2,0,"",11,3,0,3,NA,NA,""
"1908",2024,1,40,22,120,1,120000,"102",20,1,3,0,2,2,"60314"
"1909",2024,1,43,13,891,2,0,"",26,2,2,0,NA,NA,""
"1910",2024,1,43,13,891,1,0,"",20,3,0,3,NA,NA,""
"1911",2024,1,43,6,232,1,450000,"8600",28,1,3,0,2,2,"72323"
"1912",2024,1,43,6,236,2,350000,"4803",55,1,2,0,3,2,"30113"
"1913",2024,1,43,6,236,1,-9,"4000",60,1,3,0,2,2,"72313"
"1914",2024,1,43,6,236,2,80000,"9409",23,1,3,0,2,2,"56314"
"1915",2024,1,43,6,136,1,-9,"9200",32,1,3,0,2,2,"32333"
"1916",2024,1,43,14,97,1,320000,"4903",30,1,3,0,3,2,"34323"
"1917",2024,1,43,14,97,2,150000,"8600",28,1,3,0,2,2,"40312"
"1918",2024,1,43,14,75,1,3e+05,"27",68,1,3,0,3,2,"47314"
"1919",2024,1,43,14,75,2,250000,"9700",23,1,3,0,2,2,"57313"
"1920",2024,1,43,14,75,2,150000,"9602",22,1,2,0,2,2,"57113"
"1921",2024,1,43,14,107,1,0,"",66,3,0,1,NA,NA,""
"1922",2024,1,43,14,107,2,0,"",62,3,0,4,NA,NA,""
"1923",2024,1,43,14,107,1,0,"",27,0,0,0,NA,NA,""
"1924",2024,1,43,14,58,1,0,"",82,3,0,1,NA,NA,""
"1925",2024,1,43,6,181,2,0,"",5,4,0,5,NA,NA,""
"1926",2024,1,43,6,181,2,0,"",2,4,0,5,NA,NA,""
"1927",2024,1,43,6,181,1,1e+05,"4000",41,1,2,0,3,2,"72113"
"1928",2024,1,43,6,181,2,20000,"4811",34,1,3,0,2,2,"31313"
"1929",2024,1,43,6,181,2,0,"",10,3,0,3,NA,NA,""
"1930",2024,1,43,6,168,2,0,"",66,3,0,4,NA,NA,""
"1931",2024,1,44,31,158,1,5e+05,"8600",53,1,3,0,2,2,"10333"
"1932",2024,1,42,26,119,2,0,"",60,3,0,1,NA,NA,""
"1933",2024,1,42,26,119,2,0,"",28,3,0,3,NA,NA,""
"1934",2024,1,42,26,119,2,0,"",26,3,0,3,NA,NA,""
"1935",2024,1,42,26,295,1,450000,"2001",46,1,3,0,2,2,"80313"
"1936",2024,1,42,26,295,2,0,"",49,3,0,4,NA,NA,""
"1937",2024,1,42,26,295,2,0,"",11,3,0,3,NA,NA,""
"1938",2024,1,42,26,295,1,0,"",7,4,0,3,NA,NA,""
"1939",2024,1,44,20,142,1,0,"",37,0,0,0,NA,NA,""
"1940",2024,1,44,20,142,2,0,"",30,0,0,0,NA,NA,""
"1941",2024,1,44,20,220,1,0,"",53,3,0,1,NA,NA,""
"1942",2024,1,44,20,220,1,-9,"8401",26,1,3,0,3,2,"48313"
"1943",2024,1,44,20,126,1,0,"",75,3,0,1,NA,NA,""
"1944",2024,1,40,18,60,2,20000,"8401",40,1,3,0,1,1,"10202"
"1945",2024,1,40,18,60,2,0,"",17,3,0,3,NA,NA,""
"1946",2024,1,40,29,572,2,0,"",32,3,0,4,NA,NA,""
"1947",2024,1,42,26,124,2,150000,"1009",43,1,3,0,2,2,"30314"
"1948",2024,1,42,26,124,2,0,"",22,3,0,3,NA,NA,""
"1949",2024,1,40,29,404,2,260000,"8600",68,1,3,0,3,2,"40311"
"1950",2024,1,40,29,404,1,5e+05,"8600",72,1,3,0,3,2,"40311"
"1951",2024,1,40,29,404,1,0,"",30,3,0,4,NA,NA,""
"1952",2024,1,40,29,404,1,0,"",22,3,0,3,NA,NA,""
"1953",2024,1,40,29,404,1,0,"",23,3,0,3,NA,NA,""
"1954",2024,1,1,33,431,1,180000,"4502",58,1,3,0,1,2,"82313"
"1955",2024,1,1,32,1331,1,4e+05,"8101",52,1,2,0,2,2,"56113"
"1956",2024,1,1,32,1331,2,0,"",51,2,3,0,NA,NA,""
"1957",2024,1,1,32,1331,2,0,"",25,2,4,0,NA,NA,""
"1958",2024,1,1,32,1161,1,0,"",80,3,0,1,NA,NA,""
"1959",2024,1,1,32,1161,2,0,"",75,3,0,1,NA,NA,""
"1960",2024,1,40,25,110,2,0,"",70,3,0,1,NA,NA,""
"1961",2024,1,40,25,139,1,260000,"8401",47,1,3,0,2,2,"45332"
"1962",2024,1,40,25,139,1,0,"",80,3,0,1,NA,NA,""
"1963",2024,1,40,25,139,2,0,"",76,3,0,1,NA,NA,""
"1964",2024,1,40,25,216,1,-9,"4000",48,1,2,0,2,2,"72113"
"1965",2024,1,40,25,216,2,-9,"8501",46,1,3,0,4,2,"41312"
"1966",2024,1,40,25,216,1,0,"",15,3,0,3,NA,NA,""
"1967",2024,1,40,25,216,1,0,"",12,3,0,3,NA,NA,""
"1968",2024,1,40,25,216,2,0,"",1,4,0,5,NA,NA,""
"1969",2024,1,41,7,271,1,8e+05,"8401",64,1,3,0,2,2,"92332"
"1970",2024,1,41,7,271,2,350000,"8401",63,1,3,0,2,2,"10333"
"1971",2024,1,41,7,280,2,0,"",18,3,0,3,NA,NA,""
"1972",2024,1,41,7,206,2,1e+05,"1009",64,1,2,0,2,2,"53113"
"1973",2024,1,41,7,206,2,1e+05,"1009",63,1,2,0,2,2,"53113"
"1974",2024,1,41,7,206,2,1e+05,"1009",36,1,2,0,1,1,"53113"
"1975",2024,1,41,7,332,1,154000,"3600",34,1,3,0,2,2,"80313"
"1976",2024,1,41,7,332,2,3e+05,"1009",29,1,3,0,2,2,"53313"
"1977",2024,1,41,7,332,1,0,"",2,4,0,5,NA,NA,""
"1978",2024,1,41,7,332,2,0,"",9,4,0,3,NA,NA,""
"1979",2024,1,44,20,161,1,2e+05,"3100",43,1,2,0,2,2,"80113"
"1980",2024,1,41,8,302,1,0,"",39,3,0,4,NA,NA,""
"1981",2024,1,41,8,302,2,0,"",19,3,0,4,NA,NA,""
