"","ANO4","TRIMESTRE","REGION","AGLOMERADO","PONDERA","CH04","P21","PP04B_COD","CH06","ESTADO","CAT_OCUP","CAT_INAC","INTENSI","PP03J","PP04D_COD"
"366",2024,1,44,91,120,2,0,"",63,3,0,4,NA,NA,""
"367",2024,1,44,91,150,2,0,"",45,3,0,4,NA,NA,""
"368",2024,1,44,91,150,2,0,"",6,4,0,3,NA,NA,""
"369",2024,1,44,91,150,1,0,"",5,4,0,5,NA,NA,""
"370",2024,1,41,8,274,1,30000,"4808",24,1,2,0,3,2,"30113"
"371",2024,1,41,8,274,2,30000,"4808",27,1,2,0,3,2,"30113"
"372",2024,1,41,8,274,1,0,"",16,3,0,3,NA,NA,""
"373",2024,1,41,8,274,2,0,"",13,3,0,3,NA,NA,""
"374",2024,1,41,8,274,1,0,"",8,4,0,3,NA,NA,""
"375",2024,1,41,8,274,2,0,"",2,4,0,5,NA,NA,""
"376",2024,1,41,8,500,2,310000,"8401",50,1,3,0,2,2,"56314"
"377",2024,1,41,8,500,2,120000,"9700",25,1,3,0,2,2,"55314"
"378",2024,1,41,8,500,1,0,"",7,4,0,3,NA,NA,""
"379",2024,1,41,8,500,1,0,"",12,3,0,3,NA,NA,""
"380",2024,1,41,8,500,1,0,"",19,3,0,6,NA,NA,""
"381",2024,1,41,8,500,2,0,"",19,3,0,7,NA,NA,""
"382",2024,1,41,8,500,1,0,"",2,4,0,5,NA,NA,""
"383",2024,1,41,8,245,1,450000,"4904",45,1,3,0,3,2,"34323"
"384",2024,1,41,8,245,2,0,"",46,3,0,4,NA,NA,""
"385",2024,1,43,30,159,2,0,"",7,4,0,3,NA,NA,""
"386",2024,1,43,30,146,1,4e+05,"4000",52,1,2,0,1,1,"72113"
"387",2024,1,43,30,146,1,0,"",18,3,0,3,NA,NA,""
"388",2024,1,42,27,414,2,80000,"9700",44,1,3,0,2,2,"55314"
"389",2024,1,42,27,414,1,50000,"4000",47,1,3,0,1,1,"72313"
"390",2024,1,42,27,414,1,0,"",14,3,0,3,NA,NA,""
"391",2024,1,42,27,414,2,0,"",10,3,0,3,NA,NA,""
"392",2024,1,42,27,65,1,350000,"6800",39,1,3,0,2,2,"56313"
"393",2024,1,42,27,65,2,0,"",40,3,0,4,NA,NA,""
"394",2024,1,42,27,65,1,0,"",17,3,0,3,NA,NA,""
"395",2024,1,42,27,65,2,0,"",12,3,0,3,NA,NA,""
"396",2024,1,42,27,65,1,0,"",12,3,0,3,NA,NA,""
"397",2024,1,42,27,65,2,0,"",9,4,0,3,NA,NA,""
"398",2024,1,42,27,65,2,0,"",5,4,0,5,NA,NA,""
"399",2024,1,1,33,4537,1,-9,"1009",46,1,2,0,3,2,"30113"
"400",2024,1,1,33,4537,2,0,"",49,0,0,0,NA,NA,""
"401",2024,1,1,33,4537,2,0,"",25,0,0,0,NA,NA,""
"402",2024,1,1,33,4537,1,0,"",20,0,0,0,NA,NA,""
"403",2024,1,1,33,1494,2,250000,"9700",56,1,3,0,2,2,"55314"
"404",2024,1,1,33,590,2,0,"",61,3,0,1,NA,NA,""
"405",2024,1,1,33,2958,1,8e+05,"6400",62,1,3,0,2,2,"20331"
"406",2024,1,1,33,2958,2,0,"",62,3,0,1,NA,NA,""
"407",2024,1,1,33,2958,1,-9,"8401",29,1,3,0,2,2,"44332"
"408",2024,1,1,33,1299,2,0,"",77,3,0,1,NA,NA,""
"409",2024,1,1,33,1299,1,0,"",80,3,0,4,NA,NA,""
"410",2024,1,1,33,122,1,0,"",74,0,0,0,NA,NA,""
"411",2024,1,1,33,122,1,0,"",21,0,0,0,NA,NA,""
"412",2024,1,1,33,122,1,0,"",21,0,0,0,NA,NA,""
"413",2024,1,43,2,909,2,78000,"8101",45,1,3,0,1,2,"56314"
"414",2024,1,43,2,909,1,250000,"4000",35,1,3,0,2,2,"72313"
"415",2024,1,43,2,909,2,0,"",15,3,0,3,NA,NA,""
"416",2024,1,43,2,909,1,0,"",7,4,0,3,NA,NA,""
"417",2024,1,43,2,906,1,6e+05,"3900",46,1,3,0,4,2,"80333"
"418",2024,1,43,2,906,2,250000,"4807",42,1,3,0,4,2,"20333"
"419",2024,1,43,2,906,2,0,"",12,3,0,3,NA,NA,""
"420",2024,1,43,2,906,1,0,"",16,3,0,3,NA,NA,""
"421",2024,1,43,3,471,2,2e+05,"8401",30,1,3,0,1,2,"50311"
"422",2024,1,43,3,471,2,85000,"9700",29,1,3,0,1,2,"57314"
"423",2024,1,43,3,224,2,4e+05,"4803",48,1,3,0,2,1,"56314"
"424",2024,1,43,3,224,2,10000,"9602",21,1,2,0,1,1,"57113"
"425",2024,1,43,3,224,1,0,"",15,3,0,3,NA,NA,""
"426",2024,1,40,18,69,1,0,"",47,2,3,0,NA,NA,""
"427",2024,1,40,18,69,2,78000,"8800",27,1,3,0,4,2,"53313"
"428",2024,1,40,18,69,1,0,"",10,3,0,3,NA,NA,""
"429",2024,1,40,18,69,2,0,"",3,4,0,5,NA,NA,""
"430",2024,1,40,29,335,2,72000,"8600",52,1,3,0,1,1,"10333"
"431",2024,1,40,29,335,1,0,"",68,3,0,1,NA,NA,""
"432",2024,1,40,29,335,1,80000,"4504",26,1,3,0,2,1,"82314"
"433",2024,1,40,29,335,1,60000,"4504",21,1,3,0,1,1,"82314"
"434",2024,1,40,29,335,2,0,"",16,3,0,3,NA,NA,""
"435",2024,1,40,29,384,1,0,"",49,3,0,4,NA,NA,""
"436",2024,1,40,29,357,2,280000,"8600",50,1,3,0,2,2,"56314"
"437",2024,1,40,29,357,1,-9,"4803",50,1,3,0,3,2,"34323"
"438",2024,1,40,29,357,2,0,"",29,3,0,3,NA,NA,""
"439",2024,1,40,29,357,1,-9,"4803",24,1,3,0,2,1,"34323"
"440",2024,1,40,29,518,1,-9,"4802",44,1,2,0,3,2,"30132"
"441",2024,1,40,29,518,2,-9,"8600",44,1,3,0,2,2,"10333"
"442",2024,1,40,29,518,1,0,"",13,3,0,3,NA,NA,""
"443",2024,1,40,29,518,2,0,"",11,3,0,3,NA,NA,""
"444",2024,1,40,29,518,1,0,"",9,4,0,3,NA,NA,""
"445",2024,1,40,29,488,1,0,"",69,3,0,1,NA,NA,""
"446",2024,1,40,29,488,2,0,"",68,3,0,4,NA,NA,""
"447",2024,1,1,33,1143,1,0,"",78,3,0,1,NA,NA,""
"448",2024,1,1,33,1143,2,0,"",75,3,0,1,NA,NA,""
"449",2024,1,1,33,1364,1,190000,"3200",62,1,3,0,2,2,"34323"
"450",2024,1,1,33,1364,2,80000,"9700",58,1,3,0,2,2,"55314"
"451",2024,1,1,33,1364,2,70000,"1400",26,1,2,0,2,2,"80113"
"452",2024,1,1,33,1364,2,0,"",15,3,0,3,NA,NA,""
"453",2024,1,1,33,2685,1,7e+05,"2900",56,1,3,0,2,2,"80313"
"454",2024,1,1,33,2685,2,0,"",48,3,0,4,NA,NA,""
"455",2024,1,1,33,2685,1,-9,"1009",23,1,3,0,2,1,"30314"
"456",2024,1,1,33,2685,2,0,"",14,3,0,3,NA,NA,""
"457",2024,1,1,33,3572,2,0,"",79,3,0,4,NA,NA,""
"458",2024,1,1,33,3572,1,80000,"3200",47,1,3,0,2,2,"80313"
"459",2024,1,44,20,232,1,5e+05,"4808",35,1,3,0,3,2,"32314"
"460",2024,1,44,20,232,2,5e+05,"4808",36,1,3,0,3,2,"30313"
"461",2024,1,44,20,232,1,0,"",3,4,0,5,NA,NA,""
"462",2024,1,44,20,252,1,8e+05,"5601",63,1,1,0,2,2,"6001"
"463",2024,1,44,20,293,2,3e+05,"8401",40,1,3,0,4,2,"11333"
"464",2024,1,44,20,293,2,0,"",15,3,0,3,NA,NA,""
"465",2024,1,44,20,293,2,0,"",12,3,0,3,NA,NA,""
"466",2024,1,44,20,128,2,0,"",60,3,0,1,NA,NA,""
"467",2024,1,44,20,128,1,180000,"8501",61,1,3,0,2,2,"56313"
"468",2024,1,44,20,241,1,5e+05,"8000",38,1,3,0,4,2,"47313"
"469",2024,1,44,20,241,2,0,"",14,3,0,3,NA,NA,""
"470",2024,1,44,20,241,2,0,"",4,4,0,5,NA,NA,""
"471",2024,1,44,20,241,1,0,"",6,4,0,3,NA,NA,""
"472",2024,1,44,20,253,1,430000,"8401",48,1,3,0,3,2,"10333"
"473",2024,1,44,20,263,1,461000,"4000",49,1,3,0,3,2,"40312"
"474",2024,1,44,20,263,2,0,"",48,3,0,4,NA,NA,""
"475",2024,1,44,20,263,1,0,"",17,3,0,3,NA,NA,""
"476",2024,1,44,20,263,1,0,"",13,3,0,3,NA,NA,""
"477",2024,1,44,20,165,1,4e+05,"4000",45,1,3,0,3,2,"72313"
"478",2024,1,44,20,165,2,0,"",32,3,0,3,NA,NA,""
"479",2024,1,44,20,165,1,0,"",14,3,0,3,NA,NA,""
"480",2024,1,44,20,165,1,0,"",9,4,0,3,NA,NA,""
"481",2024,1,44,20,165,1,0,"",6,4,0,3,NA,NA,""
"482",2024,1,44,20,181,1,-9,"5601",40,1,3,0,2,2,"53313"
"483",2024,1,44,20,148,2,3e+05,"8501",38,1,3,0,2,2,"56314"
"484",2024,1,44,20,148,1,-9,"4000",72,1,1,0,2,2,"5002"
"485",2024,1,44,20,148,1,0,"",15,3,0,3,NA,NA,""
"486",2024,1,44,20,148,1,0,"",7,4,0,3,NA,NA,""
"487",2024,1,40,29,354,2,0,"",91,3,0,1,NA,NA,""
"488",2024,1,40,29,447,1,60000,"9503",63,1,2,0,1,1,"82113"
"489",2024,1,43,4,795,2,0,"",22,3,0,4,NA,NA,""
"490",2024,1,43,4,795,2,0,"",15,3,0,3,NA,NA,""
"491",2024,1,43,4,795,2,0,"",2,4,0,5,NA,NA,""
"492",2024,1,43,4,1152,1,240000,"6800",40,1,3,0,2,2,"58314"
"493",2024,1,43,4,806,1,0,"",64,3,0,4,NA,NA,""
"494",2024,1,43,4,806,2,0,"",86,3,0,1,NA,NA,""
"495",2024,1,43,4,1037,2,280000,"8501",49,1,3,0,2,2,"41311"
"496",2024,1,43,4,1037,1,0,"",15,3,0,3,NA,NA,""
"497",2024,1,43,4,1274,2,269000,"8401",33,1,3,0,2,1,"46333"
"498",2024,1,40,29,409,1,0,"",67,3,0,1,NA,NA,""
"499",2024,1,40,29,409,2,0,"",58,3,0,4,NA,NA,""
"500",2024,1,40,29,409,2,-9,"6200",26,1,3,0,3,2,"30333"
"501",2024,1,40,29,409,1,240000,"4805",24,1,3,0,2,2,"36313"
"502",2024,1,40,29,361,1,280000,"1009",48,1,1,0,3,2,"5002"
"503",2024,1,43,34,472,1,0,"",67,3,0,1,NA,NA,""
"504",2024,1,43,34,472,2,0,"",64,3,0,4,NA,NA,""
"505",2024,1,43,34,472,1,250000,"4502",28,1,2,0,2,2,"82113"
"506",2024,1,43,34,472,2,0,"",26,2,3,0,NA,NA,""
"507",2024,1,43,2,488,2,15000,"8102",38,1,2,0,1,1,"58113"
"508",2024,1,43,2,488,1,0,"",18,3,0,3,NA,NA,""
"509",2024,1,43,3,328,2,0,"",46,3,0,4,NA,NA,""
"510",2024,1,43,3,328,1,-9,"4904",43,1,2,0,3,2,"34123"
"511",2024,1,43,3,328,2,0,"",18,3,0,3,NA,NA,""
"512",2024,1,43,13,405,2,250000,"1009",28,1,3,0,2,2,"30314"
"513",2024,1,43,13,405,1,3e+05,"2400",22,1,3,0,2,1,"80313"
"514",2024,1,43,13,596,1,460000,"4000",26,1,3,0,2,2,"72323"
"515",2024,1,43,13,665,2,0,"",62,3,0,4,NA,NA,""
"516",2024,1,43,13,665,1,0,"",69,3,0,6,NA,NA,""
"517",2024,1,43,13,577,2,650000,"8501",49,1,3,0,4,1,"41332"
"518",2024,1,43,13,577,2,0,"",15,3,0,3,NA,NA,""
"519",2024,1,43,13,806,1,2e+05,"2900",21,1,3,0,2,2,"80333"
"520",2024,1,43,13,970,2,0,"",71,3,0,1,NA,NA,""
"521",2024,1,43,13,958,1,550000,"8600",39,1,3,0,1,1,"40311"
"522",2024,1,43,13,958,2,9e+05,"8600",37,1,3,0,1,1,"40311"
"523",2024,1,43,13,958,1,0,"",7,4,0,3,NA,NA,""
"524",2024,1,43,5,196,2,0,"",81,3,0,1,NA,NA,""
"525",2024,1,43,5,196,2,-9,"4803",53,1,2,0,3,2,"30113"
"526",2024,1,43,5,192,1,-9,"2500",39,1,3,0,4,2,"80313"
"527",2024,1,43,5,192,2,0,"",20,3,0,4,NA,NA,""
"528",2024,1,43,5,378,1,0,"",61,3,0,1,NA,NA,""
"529",2024,1,43,5,378,2,-9,"2001",59,1,2,0,3,2,"50111"
"530",2024,1,43,5,331,1,0,"",77,3,0,1,NA,NA,""
"531",2024,1,43,5,327,2,7e+05,"8501",50,1,3,0,4,2,"3001"
"532",2024,1,43,5,327,1,0,"",18,3,0,3,NA,NA,""
"533",2024,1,43,5,444,1,-9,"4000",32,1,3,0,2,2,"72313"
"534",2024,1,43,5,444,2,-9,"9700",27,1,3,0,2,2,"55314"
"535",2024,1,43,5,444,2,0,"",8,4,0,3,NA,NA,""
"536",2024,1,43,5,369,1,-9,"4000",29,1,3,0,2,2,"72313"
"537",2024,1,43,5,369,2,-9,"9602",24,1,3,0,1,2,"57313"
"538",2024,1,43,5,369,1,0,"",3,4,0,5,NA,NA,""
"539",2024,1,43,5,339,2,3e+05,"8501",35,1,3,0,4,2,"41312"
"540",2024,1,43,5,451,1,6e+05,"102",37,1,3,0,2,2,"36314"
"541",2024,1,1,33,2290,2,0,"",42,2,0,0,NA,NA,""
"542",2024,1,1,33,2290,1,0,"",15,3,0,3,NA,NA,""
"543",2024,1,1,33,2290,2,0,"",11,3,0,3,NA,NA,""
"544",2024,1,1,33,2346,2,0,"",65,3,0,1,NA,NA,""
"545",2024,1,1,33,1479,2,20000,"8509",71,1,2,0,1,2,"41112"
"546",2024,1,1,33,1479,2,1e+05,"4000",70,1,3,0,2,2,"92312"
"547",2024,1,1,33,3741,1,0,"",45,3,0,1,NA,NA,""
"548",2024,1,43,4,1306,1,6e+05,"5202",50,1,3,0,3,2,"36313"
"549",2024,1,43,4,1306,2,0,"",48,3,0,7,NA,NA,""
"550",2024,1,43,4,1306,1,0,"",11,3,0,3,NA,NA,""
"551",2024,1,43,4,1306,1,0,"",4,4,0,5,NA,NA,""
"552",2024,1,44,31,159,2,1e+05,"4502",44,1,3,0,3,1,"72313"
"553",2024,1,44,31,159,2,0,"",15,3,0,3,NA,NA,""
"554",2024,1,44,31,159,1,0,"",10,3,0,3,NA,NA,""
"555",2024,1,43,5,251,1,0,"",83,3,0,1,NA,NA,""
"556",2024,1,43,5,251,2,0,"",72,3,0,4,NA,NA,""
"557",2024,1,43,5,347,2,0,"",73,3,0,4,NA,NA,""
"558",2024,1,40,18,181,1,4e+05,"8401",40,1,3,0,2,2,"20333"
"559",2024,1,40,18,181,2,0,"",8,4,0,3,NA,NA,""
"560",2024,1,40,18,181,2,0,"",5,4,0,5,NA,NA,""
"561",2024,1,40,18,410,2,0,"",73,3,0,1,NA,NA,""
"562",2024,1,40,18,410,2,60000,"9700",53,1,3,0,2,1,"55314"
"563",2024,1,40,18,410,1,180000,"4803",35,1,3,0,2,2,"30313"
"564",2024,1,40,18,410,2,0,"",22,3,0,3,NA,NA,""
"565",2024,1,1,33,3598,1,8e+05,"8401",51,1,3,0,2,1,"10333"
"566",2024,1,43,3,230,1,0,"",75,3,0,1,NA,NA,""
"567",2024,1,43,3,230,2,0,"",59,3,0,4,NA,NA,""
"568",2024,1,43,3,230,2,40000,"8501",24,1,2,0,1,1,"41112"
"569",2024,1,43,3,230,2,0,"",22,3,0,4,NA,NA,""
"570",2024,1,43,3,230,2,120000,"9700",20,1,3,0,2,2,"57314"
"571",2024,1,43,34,640,2,0,"",56,3,0,4,NA,NA,""
"572",2024,1,43,34,640,1,30000,"8102",57,1,2,0,1,1,"58113"
"573",2024,1,43,34,542,2,450000,"1001",41,1,3,0,3,2,"80314"
"574",2024,1,43,34,542,1,-9,"6600",22,1,3,0,2,2,"30332"
"575",2024,1,43,34,542,2,0,"",17,3,0,3,NA,NA,""
"576",2024,1,43,34,542,2,0,"",14,3,0,3,NA,NA,""
"577",2024,1,43,34,542,2,0,"",15,3,0,3,NA,NA,""
"578",2024,1,43,34,542,2,0,"",4,4,0,5,NA,NA,""
"579",2024,1,43,34,542,1,6e+05,"1600",17,1,2,0,2,2,"80113"
"580",2024,1,44,20,120,2,4e+05,"8600",50,1,3,0,3,1,"10333"
"581",2024,1,44,20,120,1,4e+05,"4803",49,1,3,0,3,2,"10333"
"582",2024,1,44,20,133,2,3e+06,"9999",45,1,1,0,2,2,"5002"
"583",2024,1,44,20,133,1,7e+05,"4904",52,1,3,0,2,2,"34323"
"584",2024,1,44,20,358,2,2e+05,"8401",29,1,3,0,2,2,"10333"
"585",2024,1,44,20,358,1,0,"",10,3,0,3,NA,NA,""
"586",2024,1,40,29,485,1,180000,"4803",46,1,3,0,2,2,"31323"
"587",2024,1,40,29,373,2,0,"",80,3,0,1,NA,NA,""
"588",2024,1,40,29,373,2,40000,"9700",56,1,3,0,2,2,"55314"
"589",2024,1,40,29,373,1,0,"",64,3,0,7,NA,NA,""
"590",2024,1,40,29,373,2,0,"",18,3,0,3,NA,NA,""
"591",2024,1,40,29,373,2,0,"",14,3,0,3,NA,NA,""
"592",2024,1,43,5,347,1,0,"",13,3,0,3,NA,NA,""
"593",2024,1,43,5,347,1,0,"",66,3,0,4,NA,NA,""
"594",2024,1,43,5,291,2,0,"",80,3,0,6,NA,NA,""
"595",2024,1,43,5,291,2,1e+05,"9700",46,1,3,0,1,1,"55314"
"596",2024,1,43,5,291,1,0,"",20,2,3,0,NA,NA,""
"597",2024,1,43,5,295,1,0,"",75,3,0,1,NA,NA,""
"598",2024,1,44,91,191,2,9e+05,"8600",48,1,3,0,2,2,"40331"
"599",2024,1,44,91,191,1,1e+06,"8600",46,1,3,0,2,2,"40331"
"600",2024,1,44,91,191,2,0,"",11,3,0,3,NA,NA,""
"601",2024,1,44,91,191,2,0,"",13,3,0,3,NA,NA,""
"602",2024,1,41,8,344,2,24000,"9700",48,1,3,0,2,2,"55314"
"603",2024,1,41,8,344,2,0,"",28,3,0,7,NA,NA,""
"604",2024,1,41,8,344,2,0,"",27,3,0,7,NA,NA,""
"605",2024,1,41,8,344,2,-9,"4807",21,1,3,0,2,2,"30313"
"606",2024,1,41,8,344,1,0,"",5,4,0,5,NA,NA,""
"607",2024,1,41,8,344,1,0,"",5,4,0,5,NA,NA,""
"608",2024,1,41,8,296,2,-9,"9402",53,1,3,0,2,2,"56314"
"609",2024,1,41,8,296,1,2e+05,"1001",60,1,3,0,3,2,"47314"
"610",2024,1,41,8,296,1,73000,"8401",32,1,3,0,2,2,"10333"
"611",2024,1,41,8,296,1,250000,"4803",21,1,3,0,3,2,"32314"
"612",2024,1,41,8,296,1,3e+05,"4803",32,1,3,0,3,2,"31323"
"613",2024,1,44,9,331,2,0,"",54,3,0,4,NA,NA,""
"614",2024,1,41,12,336,2,0,"",28,3,0,4,NA,NA,""
"615",2024,1,41,12,336,1,0,"",37,3,0,7,NA,NA,""
"616",2024,1,41,12,336,2,0,"",11,3,0,3,NA,NA,""
"617",2024,1,41,12,336,2,0,"",9,4,0,3,NA,NA,""
"618",2024,1,41,12,336,2,0,"",7,4,0,3,NA,NA,""
"619",2024,1,41,12,225,1,0,"",51,3,0,4,NA,NA,""
"620",2024,1,41,12,225,2,0,"",51,3,0,6,NA,NA,""
"621",2024,1,41,12,612,2,6e+05,"4807",47,1,1,0,3,2,"6001"
"622",2024,1,41,12,612,2,0,"",22,3,0,3,NA,NA,""
"623",2024,1,44,9,195,2,120000,"4804",34,1,2,0,2,2,"33114"
"624",2024,1,44,9,195,1,0,"",58,3,0,7,NA,NA,""
"625",2024,1,44,9,195,2,0,"",57,3,0,4,NA,NA,""
"626",2024,1,44,9,195,1,0,"",9,4,0,3,NA,NA,""
"627",2024,1,44,9,150,1,0,"",73,3,0,1,NA,NA,""
"628",2024,1,44,9,150,2,0,"",73,3,0,4,NA,NA,""
"629",2024,1,40,18,353,2,1e+05,"4804",53,1,3,0,3,2,"30314"
"630",2024,1,40,18,353,1,2e+05,"9609",61,1,2,0,3,2,"80113"
"631",2024,1,40,18,196,1,3e+05,"9502",42,1,2,0,3,2,"82113"
"632",2024,1,40,18,196,2,0,"",41,3,0,4,NA,NA,""
"633",2024,1,40,18,196,1,73000,"101",21,1,3,0,2,2,"60314"
"634",2024,1,40,18,196,1,70000,"2500",19,1,3,0,2,2,"80314"
"635",2024,1,40,18,196,1,0,"",18,3,0,3,NA,NA,""
"636",2024,1,40,18,196,1,0,"",16,3,0,3,NA,NA,""
"637",2024,1,40,18,196,1,0,"",11,3,0,3,NA,NA,""
"638",2024,1,40,18,196,1,0,"",9,4,0,3,NA,NA,""
"639",2024,1,40,18,196,1,0,"",7,4,0,3,NA,NA,""
"640",2024,1,40,18,196,1,0,"",4,4,0,5,NA,NA,""
"641",2024,1,40,18,277,1,1e+05,"8200",48,1,2,0,3,2,"10113"
"642",2024,1,40,18,277,2,250000,"4808",56,1,3,0,3,2,"32314"
"643",2024,1,40,18,277,2,0,"",17,3,0,3,NA,NA,""
"644",2024,1,40,18,181,2,2e+05,"4804",34,1,2,0,3,2,"30113"
"645",2024,1,40,23,395,2,125000,"4803",26,1,3,0,2,2,"30314"
"646",2024,1,40,23,293,2,0,"",74,3,0,4,NA,NA,""
"647",2024,1,40,23,293,2,3e+05,"8402",41,1,3,0,2,2,"10333"
"648",2024,1,40,23,293,2,0,"",19,3,0,3,NA,NA,""
"649",2024,1,40,23,293,1,0,"",18,3,0,3,NA,NA,""
"650",2024,1,40,23,293,2,0,"",16,3,0,3,NA,NA,""
"651",2024,1,44,93,69,1,350000,"2500",55,1,2,0,2,2,"80113"
"652",2024,1,44,93,69,2,0,"",42,3,0,4,NA,NA,""
"653",2024,1,44,93,69,2,0,"",17,3,0,3,NA,NA,""
"654",2024,1,44,93,69,2,0,"",16,3,0,3,NA,NA,""
"655",2024,1,44,93,69,1,0,"",13,3,0,3,NA,NA,""
"656",2024,1,40,23,211,1,0,"",79,3,0,1,NA,NA,""
"657",2024,1,40,23,336,1,1200000,"4803",65,1,1,0,3,2,"5002"
"658",2024,1,40,23,336,2,0,"",62,3,0,4,NA,NA,""
"659",2024,1,40,23,336,2,180000,"4803",35,1,3,0,3,2,"30314"
"660",2024,1,40,23,336,2,180000,"4803",29,1,3,0,3,2,"30314"
"661",2024,1,40,23,336,1,0,"",18,3,0,3,NA,NA,""
"662",2024,1,42,27,253,1,0,"",77,3,0,4,NA,NA,""
"663",2024,1,42,27,253,1,0,"",71,3,0,4,NA,NA,""
"664",2024,1,42,10,701,1,215000,"8401",31,1,3,0,3,2,"34323"
"665",2024,1,42,10,701,2,280000,"4804",31,1,3,0,2,2,"30314"
"666",2024,1,42,10,701,1,0,"",7,4,0,3,NA,NA,""
"667",2024,1,42,10,854,1,450000,"4000",57,1,2,0,2,1,"72113"
"668",2024,1,43,5,316,1,0,"",72,3,0,1,NA,NA,""
"669",2024,1,43,5,587,1,0,"",47,3,0,1,NA,NA,""
"670",2024,1,43,5,422,1,-9,"4000",48,1,2,0,3,2,"72113"
"671",2024,1,43,38,149,1,0,"",78,3,0,1,NA,NA,""
"672",2024,1,43,38,149,2,0,"",76,3,0,4,NA,NA,""
"673",2024,1,43,38,149,1,40000,"4810",73,1,2,0,2,1,"33114"
"674",2024,1,43,38,113,2,0,"",75,3,0,1,NA,NA,""
"675",2024,1,43,38,113,1,-9,"1001",28,1,3,0,3,2,"56314"
"676",2024,1,43,38,113,2,-9,"4807",21,1,3,0,3,2,"30333"
"677",2024,1,43,38,101,2,0,"",63,3,0,1,NA,NA,""
"678",2024,1,43,38,101,2,133000,"8600",39,1,2,0,1,1,"40131"
"679",2024,1,40,29,411,2,0,"",22,3,0,4,NA,NA,""
"680",2024,1,40,29,411,1,80000,"3100",23,1,3,0,2,1,"80314"
"681",2024,1,40,29,411,1,0,"",1,4,0,5,NA,NA,""
"682",2024,1,40,29,411,1,250000,"4903",61,1,2,0,2,2,"34123"
"683",2024,1,40,29,411,2,0,"",61,3,0,4,NA,NA,""
"684",2024,1,40,29,408,1,0,"",65,3,0,1,NA,NA,""
"685",2024,1,40,29,408,2,0,"",68,3,0,1,NA,NA,""
"686",2024,1,40,29,408,2,0,"",40,2,0,0,NA,NA,""
"687",2024,1,40,18,333,1,130000,"4803",32,1,2,0,3,2,"36114"
"688",2024,1,40,18,333,2,0,"",38,3,0,4,NA,NA,""
"689",2024,1,40,18,333,1,0,"",10,3,0,3,NA,NA,""
"690",2024,1,40,18,454,1,0,"",64,3,0,7,NA,NA,""
"691",2024,1,40,18,454,2,0,"",55,3,0,4,NA,NA,""
"692",2024,1,40,18,454,1,350000,"6400",35,1,3,0,3,2,"30333"
"693",2024,1,40,18,343,2,2e+05,"4802",35,1,2,0,3,2,"30113"
"694",2024,1,40,18,747,1,90000,"9503",64,1,2,0,2,1,"80113"
"695",2024,1,40,18,747,1,160000,"4000",27,1,3,0,2,2,"72313"
"696",2024,1,40,18,350,1,0,"",72,3,0,4,NA,NA,""
"697",2024,1,40,18,274,1,3e+05,"3100",46,1,1,0,3,2,"5002"
"698",2024,1,40,18,274,2,0,"",42,3,0,4,NA,NA,""
"699",2024,1,40,18,274,1,0,"",19,3,0,3,NA,NA,""
"700",2024,1,40,18,274,2,0,"",11,3,0,3,NA,NA,""
"701",2024,1,1,33,1652,2,0,"",86,3,0,1,NA,NA,""
"702",2024,1,1,32,2086,1,4e+05,"52",64,1,3,0,4,2,"36203"
"703",2024,1,1,32,2086,2,160000,"9700",51,1,3,0,2,2,"55314"
"704",2024,1,1,32,2086,2,0,"",15,3,0,3,NA,NA,""
"705",2024,1,42,26,149,1,0,"",74,3,0,1,NA,NA,""
"706",2024,1,42,26,149,1,0,"",23,3,0,4,NA,NA,""
"707",2024,1,42,26,149,2,15000,"9700",17,1,3,0,2,2,"57313"
"708",2024,1,42,26,149,2,0,"",22,3,0,4,NA,NA,""
"709",2024,1,42,26,286,2,390000,"8401",46,1,3,0,2,2,"56314"
"710",2024,1,42,26,286,1,0,"",25,3,0,4,NA,NA,""
"711",2024,1,42,26,286,1,0,"",17,3,0,3,NA,NA,""
"712",2024,1,42,26,286,1,0,"",18,3,0,4,NA,NA,""
"713",2024,1,42,26,286,2,0,"",8,4,0,3,NA,NA,""
"714",2024,1,42,26,286,1,0,"",6,4,0,3,NA,NA,""
"715",2024,1,42,26,286,2,0,"",16,3,0,4,NA,NA,""
"716",2024,1,40,25,128,2,0,"",64,3,0,1,NA,NA,""
"717",2024,1,40,25,128,1,145000,"8401",35,1,3,0,2,2,"10333"
"718",2024,1,40,25,128,1,150000,"8401",41,1,3,0,2,2,"34323"
"719",2024,1,42,10,679,1,5e+05,"4000",31,1,3,0,2,2,"72313"
"720",2024,1,42,10,679,2,0,"",31,3,0,4,NA,NA,""
"721",2024,1,42,10,679,1,0,"",11,3,0,3,NA,NA,""
"722",2024,1,42,10,679,1,0,"",6,4,0,3,NA,NA,""
"723",2024,1,42,10,679,2,0,"",1,4,0,5,NA,NA,""
"724",2024,1,43,30,97,2,0,"",87,3,0,4,NA,NA,""
"725",2024,1,40,25,160,2,5e+05,"8501",44,1,3,0,4,2,"41332"
"726",2024,1,40,25,160,1,3e+05,"8501",49,1,3,0,4,2,"41312"
"727",2024,1,40,25,160,2,0,"",13,3,0,3,NA,NA,""
"728",2024,1,40,25,160,2,0,"",9,4,0,3,NA,NA,""
"729",2024,1,40,18,407,2,0,"",77,3,0,4,NA,NA,""
"730",2024,1,40,18,407,1,0,"",55,2,3,0,NA,NA,""
"731",2024,1,1,33,1889,1,0,"",82,3,0,1,NA,NA,""
